Entity,Code,Day,total_vaccinations_per_hundred
Denmark,DNK,2021-01-15,2.78
Denmark,DNK,2021-01-16,2.86
Denmark,DNK,2021-01-17,2.91
Denmark,DNK,2021-01-18,3.01
Denmark,DNK,2021-01-19,3.09
Denmark,DNK,2021-01-20,3.15
Denmark,DNK,2021-01-21,3.21
Denmark,DNK,2021-01-22,3.32
Denmark,DNK,2021-01-23,3.46
Denmark,DNK,2021-01-24,3.58
Denmark,DNK,2021-01-25,3.63
Denmark,DNK,2021-01-26,3.66
Denmark,DNK,2021-01-27,3.74
Denmark,DNK,2021-01-28,3.88
Denmark,DNK,2021-01-29,4.22
Denmark,DNK,2021-01-30,4.46
Denmark,DNK,2021-01-31,4.69
Denmark,DNK,2021-02-01,4.84
Denmark,DNK,2021-02-02,4.92
Denmark,DNK,2021-02-03,5.06
Denmark,DNK,2021-02-04,5.27
Denmark,DNK,2021-02-05,5.53
Denmark,DNK,2021-02-06,5.66
Denmark,DNK,2021-02-07,5.76
Denmark,DNK,2021-02-08,5.92
Denmark,DNK,2021-02-09,6.07
Denmark,DNK,2021-02-10,6.19
Denmark,DNK,2021-02-11,6.33
Denmark,DNK,2021-02-12,6.67
Denmark,DNK,2021-02-13,6.8
Denmark,DNK,2021-02-14,6.92
Denmark,DNK,2021-02-15,7.21
Denmark,DNK,2021-02-16,7.46
Denmark,DNK,2021-02-17,7.65
Denmark,DNK,2021-02-18,7.85
Denmark,DNK,2021-02-19,8.11
Denmark,DNK,2021-02-20,8.3
Denmark,DNK,2021-02-21,8.49
Denmark,DNK,2021-02-22,8.75
Denmark,DNK,2021-02-23,9.03
Denmark,DNK,2021-02-24,9.3
Denmark,DNK,2021-02-25,9.56
Denmark,DNK,2021-02-26,10.2
Denmark,DNK,2021-02-27,10.34
Denmark,DNK,2021-02-28,10.55
Denmark,DNK,2021-03-01,10.91
Denmark,DNK,2021-03-02,11.22
Denmark,DNK,2021-03-03,11.46
Denmark,DNK,2021-03-04,11.8
Denmark,DNK,2021-03-05,12.18
Denmark,DNK,2021-03-06,12.5
Denmark,DNK,2021-03-07,12.79
Denmark,DNK,2021-03-08,13.06
Denmark,DNK,2021-03-09,13.38
Denmark,DNK,2021-03-10,13.71
Denmark,DNK,2021-03-11,13.93
Denmark,DNK,2021-03-12,14.17
Denmark,DNK,2021-03-13,14.35
Denmark,DNK,2021-03-14,14.54
Denmark,DNK,2021-03-15,14.76
Denmark,DNK,2021-03-16,15.04
Denmark,DNK,2021-03-17,15.39
Denmark,DNK,2021-03-18,15.76
Denmark,DNK,2021-03-19,16.1
Denmark,DNK,2021-03-20,16.24
Denmark,DNK,2021-03-21,16.41
Denmark,DNK,2021-03-22,16.61
Denmark,DNK,2021-03-23,16.85
Denmark,DNK,2021-03-24,17.25
Denmark,DNK,2021-03-25,17.53
Denmark,DNK,2021-03-26,17.78
Denmark,DNK,2021-03-27,18
Denmark,DNK,2021-03-28,18.24
Denmark,DNK,2021-03-29,18.66
Denmark,DNK,2021-03-30,19.14
Denmark,DNK,2021-03-31,19.54
Denmark,DNK,2021-04-01,19.73
Denmark,DNK,2021-04-02,19.94
Denmark,DNK,2021-04-03,20.18
Denmark,DNK,2021-04-04,20.42
Denmark,DNK,2021-04-05,20.65
Denmark,DNK,2021-04-06,21.03
Denmark,DNK,2021-04-07,21.46
Denmark,DNK,2021-04-08,21.85
Denmark,DNK,2021-04-09,22.29
Denmark,DNK,2021-04-10,22.67
Denmark,DNK,2021-04-11,23
Denmark,DNK,2021-04-12,24.82
Denmark,DNK,2021-04-13,25.25
Denmark,DNK,2021-04-14,25.64
Denmark,DNK,2021-04-15,26.06
Denmark,DNK,2021-04-16,26.5
Denmark,DNK,2021-04-17,26.88
Denmark,DNK,2021-04-18,27.22
Denmark,DNK,2021-04-19,27.89
Denmark,DNK,2021-04-20,28.57
Denmark,DNK,2021-04-21,29.18
Denmark,DNK,2021-04-22,29.76
Denmark,DNK,2021-04-23,30.33
Denmark,DNK,2021-04-24,30.72
Denmark,DNK,2021-04-25,31.08
Denmark,DNK,2021-04-26,31.76
Denmark,DNK,2021-04-27,32.58
Denmark,DNK,2021-04-28,33.35
Denmark,DNK,2021-04-29,34.11
Denmark,DNK,2021-04-30,34.4
Denmark,DNK,2021-05-01,34.64
Denmark,DNK,2021-05-02,35.16
Denmark,DNK,2021-05-03,36.3
Denmark,DNK,2021-05-04,37.21
Denmark,DNK,2021-05-05,38.18
Denmark,DNK,2021-05-06,38.99
Denmark,DNK,2021-05-07,39.69
Denmark,DNK,2021-05-08,40.39
Denmark,DNK,2021-05-09,40.95
Denmark,DNK,2021-05-10,42.03
Djibouti,DJI,2021-04-17,1.04
Dominica,DMA,2021-02-11,0
Dominica,DMA,2021-02-23,3.42
Dominica,DMA,2021-02-25,6.68
Dominica,DMA,2021-02-26,8.23
Dominica,DMA,2021-03-01,10
Dominica,DMA,2021-03-02,11.44
Dominica,DMA,2021-03-03,13.15
Dominica,DMA,2021-03-04,14.55
Dominica,DMA,2021-03-05,15.79
Dominica,DMA,2021-03-08,17.05
Dominica,DMA,2021-03-10,18.25
Dominica,DMA,2021-03-11,18.84
Dominica,DMA,2021-03-22,21.26
Dominica,DMA,2021-03-25,22.31
Dominica,DMA,2021-03-31,24.55
Dominica,DMA,2021-04-01,25.16
Dominica,DMA,2021-04-12,25.59
Dominica,DMA,2021-04-20,28.78
Dominica,DMA,2021-04-22,32.02
Dominica,DMA,2021-04-28,38.65
Dominica,DMA,2021-05-07,44.46
Dominican Republic,DOM,2021-02-15,0
Dominican Republic,DOM,2021-02-16,0
Dominican Republic,DOM,2021-02-17,0.01
Dominican Republic,DOM,2021-02-18,0.05
Dominican Republic,DOM,2021-02-19,0.09
Dominican Republic,DOM,2021-02-20,0.12
Dominican Republic,DOM,2021-02-21,0.13
Dominican Republic,DOM,2021-02-24,0.24
Dominican Republic,DOM,2021-03-01,0.55
Dominican Republic,DOM,2021-03-02,0.97
Dominican Republic,DOM,2021-03-03,1.49
Dominican Republic,DOM,2021-03-04,2.1
Dominican Republic,DOM,2021-03-05,2.8
Dominican Republic,DOM,2021-03-06,3.46
Dominican Republic,DOM,2021-03-08,3.69
Dominican Republic,DOM,2021-03-09,4.43
Dominican Republic,DOM,2021-03-10,5.04
Dominican Republic,DOM,2021-03-11,5.59
Dominican Republic,DOM,2021-03-15,6.22
Dominican Republic,DOM,2021-03-23,7.37
Dominican Republic,DOM,2021-03-30,8.4
Dominican Republic,DOM,2021-04-14,13.92
Dominican Republic,DOM,2021-04-25,16.11
Dominican Republic,DOM,2021-04-26,16.57
Dominican Republic,DOM,2021-04-27,17.03
Dominican Republic,DOM,2021-04-28,17.46
Dominican Republic,DOM,2021-04-29,17.84
Dominican Republic,DOM,2021-04-30,18.16
Dominican Republic,DOM,2021-05-01,18.27
Dominican Republic,DOM,2021-05-02,18.34
Dominican Republic,DOM,2021-05-03,18.92
Dominican Republic,DOM,2021-05-04,19.58
Dominican Republic,DOM,2021-05-05,20.25
Dominican Republic,DOM,2021-05-06,20.87
Dominican Republic,DOM,2021-05-07,21.43
Dominican Republic,DOM,2021-05-08,21.62
Dominican Republic,DOM,2021-05-09,21.7
Dominican Republic,DOM,2021-05-10,22.9
Ecuador,ECU,2021-01-21,0
Ecuador,ECU,2021-01-22,0
Ecuador,ECU,2021-01-27,0.02
Ecuador,ECU,2021-02-04,0.04
Ecuador,ECU,2021-02-17,0.05
Ecuador,ECU,2021-02-24,0.14
Ecuador,ECU,2021-03-01,0.24
Ecuador,ECU,2021-03-04,0.34
Ecuador,ECU,2021-03-05,0.4
Ecuador,ECU,2021-03-08,0.42
Ecuador,ECU,2021-03-09,0.43
Ecuador,ECU,2021-03-11,0.54
Ecuador,ECU,2021-03-12,0.7
Ecuador,ECU,2021-03-13,0.79
Ecuador,ECU,2021-03-15,0.8
Ecuador,ECU,2021-03-21,1.01
Ecuador,ECU,2021-03-23,1.03
Ecuador,ECU,2021-03-24,1.08
Ecuador,ECU,2021-03-26,1.31
Ecuador,ECU,2021-03-27,1.33
Ecuador,ECU,2021-03-29,1.39
Ecuador,ECU,2021-04-01,1.6
Ecuador,ECU,2021-04-04,1.71
Ecuador,ECU,2021-04-05,1.9
Ecuador,ECU,2021-04-06,2.02
Ecuador,ECU,2021-04-08,2.06
Ecuador,ECU,2021-04-14,2.73
Ecuador,ECU,2021-04-15,2.75
Ecuador,ECU,2021-04-16,2.91
Ecuador,ECU,2021-04-17,3.09
Ecuador,ECU,2021-04-18,3.14
Ecuador,ECU,2021-04-19,3.27
Ecuador,ECU,2021-04-20,3.41
Ecuador,ECU,2021-04-21,3.65
Ecuador,ECU,2021-04-22,3.83
Ecuador,ECU,2021-04-23,4.03
Ecuador,ECU,2021-04-24,4.15
Ecuador,ECU,2021-04-25,4.22
Ecuador,ECU,2021-04-26,4.34
Ecuador,ECU,2021-04-27,4.63
Ecuador,ECU,2021-04-28,4.88
Ecuador,ECU,2021-04-29,5.22
Ecuador,ECU,2021-04-30,5.6
Ecuador,ECU,2021-05-01,5.88
Ecuador,ECU,2021-05-02,6.05
Ecuador,ECU,2021-05-04,6.47
Ecuador,ECU,2021-05-05,6.7
Ecuador,ECU,2021-05-06,6.89
Ecuador,ECU,2021-05-07,7.06
Ecuador,ECU,2021-05-09,7.31
Egypt,EGY,2021-01-24,0
Egypt,EGY,2021-01-30,0
Egypt,EGY,2021-03-27,0.16
Egypt,EGY,2021-04-18,0.64
Egypt,EGY,2021-05-09,1.27
El Salvador,SLV,2021-02-17,0
El Salvador,SLV,2021-02-22,0.09
El Salvador,SLV,2021-02-25,0.25
El Salvador,SLV,2021-03-14,0.39
El Salvador,SLV,2021-03-17,0.56
El Salvador,SLV,2021-03-18,0.64
El Salvador,SLV,2021-03-21,0.76
El Salvador,SLV,2021-03-28,1.08
El Salvador,SLV,2021-03-31,1.54
El Salvador,SLV,2021-04-01,1.86
El Salvador,SLV,2021-04-02,2.06
El Salvador,SLV,2021-04-07,2.47
El Salvador,SLV,2021-04-09,2.78
El Salvador,SLV,2021-04-11,3.08
El Salvador,SLV,2021-04-12,4.07
El Salvador,SLV,2021-04-13,4.79
El Salvador,SLV,2021-04-14,5.57
El Salvador,SLV,2021-04-15,6.33
El Salvador,SLV,2021-04-16,7.1
El Salvador,SLV,2021-04-17,7.74
El Salvador,SLV,2021-04-19,8.44
El Salvador,SLV,2021-04-20,9.6
El Salvador,SLV,2021-04-22,10.12
El Salvador,SLV,2021-04-23,10.77
El Salvador,SLV,2021-04-26,11.5
El Salvador,SLV,2021-04-27,12.15
El Salvador,SLV,2021-04-28,12.86
El Salvador,SLV,2021-04-29,13.49
El Salvador,SLV,2021-04-30,14.12
El Salvador,SLV,2021-05-04,15.28
El Salvador,SLV,2021-05-05,15.88
El Salvador,SLV,2021-05-06,16.47
El Salvador,SLV,2021-05-07,17.18
England,,2021-01-03,2.12
England,,2021-01-10,4.15
England,,2021-01-11,4.4
England,,2021-01-12,4.73
England,,2021-01-13,5.17
England,,2021-01-14,5.67
England,,2021-01-15,6.24
England,,2021-01-16,6.74
England,,2021-01-17,7.01
England,,2021-01-18,7.32
England,,2021-01-19,7.85
England,,2021-01-20,8.42
England,,2021-01-21,9.06
England,,2021-01-22,9.82
England,,2021-01-23,10.61
England,,2021-01-24,10.96
England,,2021-01-25,11.38
England,,2021-01-26,11.84
England,,2021-01-27,12.29
England,,2021-01-28,12.9
England,,2021-01-29,13.68
England,,2021-01-30,14.66
England,,2021-01-31,15.18
England,,2021-02-01,15.68
England,,2021-02-02,16.21
England,,2021-02-03,16.89
England,,2021-02-04,17.59
England,,2021-02-05,18.3
England,,2021-02-06,19.12
England,,2021-02-07,19.53
England,,2021-02-08,19.98
England,,2021-02-09,20.54
England,,2021-02-10,21.14
England,,2021-02-11,21.84
England,,2021-02-12,22.62
England,,2021-02-13,23.39
England,,2021-02-14,23.72
England,,2021-02-15,24.12
England,,2021-02-16,24.68
England,,2021-02-17,25.44
England,,2021-02-18,26.15
England,,2021-02-19,26.73
England,,2021-02-20,27.28
England,,2021-02-21,27.49
England,,2021-02-22,27.77
England,,2021-02-23,28.3
England,,2021-02-24,29.03
England,,2021-02-25,29.82
England,,2021-02-26,30.66
England,,2021-02-27,31.34
England,,2021-02-28,31.65
England,,2021-03-01,31.95
England,,2021-03-02,32.33
England,,2021-03-03,32.81
England,,2021-03-04,33.46
England,,2021-03-05,34.21
England,,2021-03-06,34.93
England,,2021-03-07,35.2
England,,2021-03-08,35.57
England,,2021-03-09,35.97
England,,2021-03-10,36.47
England,,2021-03-11,36.97
England,,2021-03-12,37.64
England,,2021-03-13,38.52
England,,2021-03-14,38.95
England,,2021-03-15,39.59
England,,2021-03-16,40.36
England,,2021-03-17,41.22
England,,2021-03-18,42.21
England,,2021-03-19,43.34
England,,2021-03-20,44.68
England,,2021-03-21,45.26
England,,2021-03-22,45.88
England,,2021-03-23,46.59
England,,2021-03-24,47.45
England,,2021-03-25,48.26
England,,2021-03-26,49.32
England,,2021-03-27,50.33
England,,2021-03-28,51.01
England,,2021-03-29,51.58
England,,2021-03-30,52.31
England,,2021-03-31,53.25
England,,2021-04-01,54.2
England,,2021-04-02,54.7
England,,2021-04-03,55.12
England,,2021-04-04,55.24
England,,2021-04-05,55.37
England,,2021-04-06,55.75
England,,2021-04-07,56.52
England,,2021-04-08,57.33
England,,2021-04-09,58.16
England,,2021-04-10,59.07
England,,2021-04-11,59.42
England,,2021-04-12,59.76
England,,2021-04-13,60.29
England,,2021-04-14,60.95
England,,2021-04-15,61.76
England,,2021-04-16,62.73
England,,2021-04-17,63.75
England,,2021-04-18,64.22
England,,2021-04-19,64.75
England,,2021-04-20,65.39
England,,2021-04-21,66.16
England,,2021-04-22,66.96
England,,2021-04-23,67.85
England,,2021-04-24,68.92
England,,2021-04-25,69.43
England,,2021-04-26,70
England,,2021-04-27,70.7
England,,2021-04-28,71.59
England,,2021-04-29,72.49
England,,2021-04-30,73.33
England,,2021-05-01,74.14
England,,2021-05-02,74.51
England,,2021-05-03,74.79
England,,2021-05-04,75.34
England,,2021-05-05,76.15
England,,2021-05-06,77.08
England,,2021-05-07,78.01
England,,2021-05-08,78.97
England,,2021-05-09,79.38
England,,2021-05-10,79.86
Equatorial Guinea,GNQ,2021-03-16,0.47
Equatorial Guinea,GNQ,2021-03-29,0.87
Equatorial Guinea,GNQ,2021-04-01,1
Equatorial Guinea,GNQ,2021-04-16,2.34
Equatorial Guinea,GNQ,2021-04-20,3.24
Equatorial Guinea,GNQ,2021-04-22,3.98
Equatorial Guinea,GNQ,2021-04-28,5.38
Estonia,EST,2020-12-27,0.01
Estonia,EST,2020-12-28,0.04
Estonia,EST,2020-12-29,0.07
Estonia,EST,2020-12-30,0.14
Estonia,EST,2020-12-31,0.19
Estonia,EST,2021-01-01,0.19
Estonia,EST,2021-01-02,0.19
Estonia,EST,2021-01-03,0.19
Estonia,EST,2021-01-04,0.24
Estonia,EST,2021-01-05,0.38
Estonia,EST,2021-01-06,0.5
Estonia,EST,2021-01-07,0.6
Estonia,EST,2021-01-08,0.76
Estonia,EST,2021-01-09,0.81
Estonia,EST,2021-01-10,0.82
Estonia,EST,2021-01-11,0.89
Estonia,EST,2021-01-12,1.01
Estonia,EST,2021-01-13,1.11
Estonia,EST,2021-01-14,1.25
Estonia,EST,2021-01-15,1.34
Estonia,EST,2021-01-16,1.36
Estonia,EST,2021-01-17,1.37
Estonia,EST,2021-01-18,1.44
Estonia,EST,2021-01-19,1.53
Estonia,EST,2021-01-20,1.64
Estonia,EST,2021-01-21,1.81
Estonia,EST,2021-01-22,1.92
Estonia,EST,2021-01-23,1.94
Estonia,EST,2021-01-24,1.95
Estonia,EST,2021-01-25,2.03
Estonia,EST,2021-01-26,2.21
Estonia,EST,2021-01-27,2.37
Estonia,EST,2021-01-28,2.56
Estonia,EST,2021-01-29,2.8
Estonia,EST,2021-01-30,2.87
Estonia,EST,2021-01-31,2.91
Estonia,EST,2021-02-01,3.03
Estonia,EST,2021-02-02,3.24
Estonia,EST,2021-02-03,3.48
Estonia,EST,2021-02-04,3.75
Estonia,EST,2021-02-05,3.98
Estonia,EST,2021-02-06,4.02
Estonia,EST,2021-02-07,4.03
Estonia,EST,2021-02-08,4.15
Estonia,EST,2021-02-09,4.39
Estonia,EST,2021-02-10,4.65
Estonia,EST,2021-02-11,4.95
Estonia,EST,2021-02-12,5.13
Estonia,EST,2021-02-13,5.15
Estonia,EST,2021-02-14,5.16
Estonia,EST,2021-02-15,5.22
Estonia,EST,2021-02-16,5.4
Estonia,EST,2021-02-17,5.73
Estonia,EST,2021-02-18,6.2
Estonia,EST,2021-02-19,6.56
Estonia,EST,2021-02-20,6.62
Estonia,EST,2021-02-21,6.69
Estonia,EST,2021-02-22,6.91
Estonia,EST,2021-02-23,7.27
Estonia,EST,2021-02-24,7.3
Estonia,EST,2021-02-25,7.8
Estonia,EST,2021-02-26,8.36
Estonia,EST,2021-02-27,8.47
Estonia,EST,2021-02-28,8.5
Estonia,EST,2021-03-01,8.76
Estonia,EST,2021-03-02,9.16
Estonia,EST,2021-03-03,9.56
Estonia,EST,2021-03-04,10.13
Estonia,EST,2021-03-05,10.67
Estonia,EST,2021-03-06,10.95
Estonia,EST,2021-03-07,11.02
Estonia,EST,2021-03-08,11.3
Estonia,EST,2021-03-09,11.69
Estonia,EST,2021-03-10,12.17
Estonia,EST,2021-03-11,13.01
Estonia,EST,2021-03-12,13.59
Estonia,EST,2021-03-13,14
Estonia,EST,2021-03-14,14.4
Estonia,EST,2021-03-15,14.68
Estonia,EST,2021-03-16,15.02
Estonia,EST,2021-03-17,15.43
Estonia,EST,2021-03-18,15.99
Estonia,EST,2021-03-19,16.64
Estonia,EST,2021-03-20,16.81
Estonia,EST,2021-03-21,16.91
Estonia,EST,2021-03-22,17.1
Estonia,EST,2021-03-23,17.32
Estonia,EST,2021-03-24,17.75
Estonia,EST,2021-03-25,18.5
Estonia,EST,2021-03-26,19.01
Estonia,EST,2021-03-27,19.19
Estonia,EST,2021-03-28,19.23
Estonia,EST,2021-03-29,19.4
Estonia,EST,2021-03-30,19.67
Estonia,EST,2021-03-31,20.12
Estonia,EST,2021-04-01,21.02
Estonia,EST,2021-04-02,21.32
Estonia,EST,2021-04-03,21.95
Estonia,EST,2021-04-04,22.26
Estonia,EST,2021-04-05,22.53
Estonia,EST,2021-04-06,22.8
Estonia,EST,2021-04-07,23.26
Estonia,EST,2021-04-08,24.23
Estonia,EST,2021-04-09,25.03
Estonia,EST,2021-04-10,25.15
Estonia,EST,2021-04-11,25.18
Estonia,EST,2021-04-12,25.32
Estonia,EST,2021-04-13,25.54
Estonia,EST,2021-04-14,26.08
Estonia,EST,2021-04-15,27.03
Estonia,EST,2021-04-16,27.9
Estonia,EST,2021-04-17,28.05
Estonia,EST,2021-04-18,28.16
Estonia,EST,2021-04-19,28.36
Estonia,EST,2021-04-20,28.67
Estonia,EST,2021-04-21,29.06
Estonia,EST,2021-04-22,29.93
Estonia,EST,2021-04-23,30.61
Estonia,EST,2021-04-24,30.84
Estonia,EST,2021-04-25,31.02
Estonia,EST,2021-04-26,31.26
Estonia,EST,2021-04-27,31.78
Estonia,EST,2021-04-28,32.62
Estonia,EST,2021-04-29,33.74
Estonia,EST,2021-04-30,34.63
Estonia,EST,2021-05-01,34.86
Estonia,EST,2021-05-02,35.04
Estonia,EST,2021-05-03,35.48
Estonia,EST,2021-05-04,36.13
Estonia,EST,2021-05-05,37.12
Estonia,EST,2021-05-06,38.45
Estonia,EST,2021-05-07,39.49
Estonia,EST,2021-05-08,39.9
Estonia,EST,2021-05-09,40.14
Estonia,EST,2021-05-10,40.47
Estonia,EST,2021-05-11,40.94
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,1.75
Eswatini,SWZ,2021-04-08,2.38
Eswatini,SWZ,2021-04-19,2.74
Eswatini,SWZ,2021-04-20,2.84
Eswatini,SWZ,2021-04-22,2.87
Eswatini,SWZ,2021-04-23,2.89
Eswatini,SWZ,2021-04-25,3.01
Ethiopia,ETH,2021-04-08,0.37
Ethiopia,ETH,2021-04-28,0.93
Ethiopia,ETH,2021-04-29,0.96
Ethiopia,ETH,2021-04-30,0.97
Ethiopia,ETH,2021-05-01,0.99
Ethiopia,ETH,2021-05-02,0.99
Ethiopia,ETH,2021-05-03,1.02
Ethiopia,ETH,2021-05-04,1.04
Ethiopia,ETH,2021-05-05,1.06
Europe,,2020-12-02,0
Europe,,2020-12-03,0
Europe,,2020-12-04,0
Europe,,2020-12-05,0
Europe,,2020-12-06,0
Europe,,2020-12-07,0
Europe,,2020-12-08,0
Europe,,2020-12-09,0
Europe,,2020-12-10,0
Europe,,2020-12-11,0
Europe,,2020-12-12,0
Europe,,2020-12-13,0
Europe,,2020-12-14,0
Europe,,2020-12-15,0
Europe,,2020-12-16,0
Europe,,2020-12-17,0
Europe,,2020-12-18,0
Europe,,2020-12-19,0
Europe,,2020-12-20,0
Europe,,2020-12-21,0
Europe,,2020-12-22,0.01
Europe,,2020-12-23,0.01
Europe,,2020-12-24,0.01
Europe,,2020-12-25,0.01
Europe,,2020-12-26,0.01
Europe,,2020-12-27,0.01
Europe,,2020-12-28,0.02
Europe,,2020-12-29,0.03
Europe,,2020-12-30,0.05
Europe,,2020-12-31,0.07
Europe,,2021-01-01,0.07
Europe,,2021-01-02,0.19
Europe,,2021-01-03,0.39
Europe,,2021-01-04,0.42
Europe,,2021-01-05,0.46
Europe,,2021-01-06,0.5
Europe,,2021-01-07,0.55
Europe,,2021-01-08,0.61
Europe,,2021-01-09,0.63
Europe,,2021-01-10,0.84
Europe,,2021-01-11,0.92
Europe,,2021-01-12,1.01
Europe,,2021-01-13,1.16
Europe,,2021-01-14,1.27
Europe,,2021-01-15,1.39
Europe,,2021-01-16,1.46
Europe,,2021-01-17,1.52
Europe,,2021-01-18,1.62
Europe,,2021-01-19,1.74
Europe,,2021-01-20,1.88
Europe,,2021-01-21,2.02
Europe,,2021-01-22,2.16
Europe,,2021-01-23,2.27
Europe,,2021-01-24,2.4
Europe,,2021-01-25,2.51
Europe,,2021-01-26,2.64
Europe,,2021-01-27,2.78
Europe,,2021-01-28,2.94
Europe,,2021-01-29,3.09
Europe,,2021-01-30,3.22
Europe,,2021-01-31,3.36
Europe,,2021-02-01,3.47
Europe,,2021-02-02,3.63
Europe,,2021-02-03,3.8
Europe,,2021-02-04,3.99
Europe,,2021-02-05,4.15
Europe,,2021-02-06,4.27
Europe,,2021-02-07,4.39
Europe,,2021-02-08,4.51
Europe,,2021-02-09,4.66
Europe,,2021-02-10,4.83
Europe,,2021-02-11,5.04
Europe,,2021-02-12,5.24
Europe,,2021-02-13,5.36
Europe,,2021-02-14,5.51
Europe,,2021-02-15,5.63
Europe,,2021-02-16,5.77
Europe,,2021-02-17,5.97
Europe,,2021-02-18,6.18
Europe,,2021-02-19,6.35
Europe,,2021-02-20,6.46
Europe,,2021-02-21,6.6
Europe,,2021-02-22,6.72
Europe,,2021-02-23,6.92
Europe,,2021-02-24,7.15
Europe,,2021-02-25,7.37
Europe,,2021-02-26,7.61
Europe,,2021-02-27,7.76
Europe,,2021-02-28,7.93
Europe,,2021-03-01,8.08
Europe,,2021-03-02,8.83
Europe,,2021-03-03,9.1
Europe,,2021-03-04,9.46
Europe,,2021-03-05,9.74
Europe,,2021-03-06,9.98
Europe,,2021-03-07,10.19
Europe,,2021-03-08,10.37
Europe,,2021-03-09,10.59
Europe,,2021-03-10,10.88
Europe,,2021-03-11,11.2
Europe,,2021-03-12,11.48
Europe,,2021-03-13,11.7
Europe,,2021-03-14,11.9
Europe,,2021-03-15,12.12
Europe,,2021-03-16,12.33
Europe,,2021-03-17,12.66
Europe,,2021-03-18,12.95
Europe,,2021-03-19,13.27
Europe,,2021-03-20,13.53
Europe,,2021-03-21,13.72
Europe,,2021-03-22,13.97
Europe,,2021-03-23,14.24
Europe,,2021-03-24,14.57
Europe,,2021-03-25,14.9
Europe,,2021-03-26,15.31
Europe,,2021-03-27,15.55
Europe,,2021-03-28,15.79
Europe,,2021-03-29,16.43
Europe,,2021-03-30,16.79
Europe,,2021-03-31,17.19
Europe,,2021-04-01,17.62
Europe,,2021-04-02,17.91
Europe,,2021-04-03,18.16
Europe,,2021-04-04,18.37
Europe,,2021-04-05,18.54
Europe,,2021-04-06,18.87
Europe,,2021-04-07,19.4
Europe,,2021-04-08,19.93
Europe,,2021-04-09,20.45
Europe,,2021-04-10,20.84
Europe,,2021-04-11,21.11
Europe,,2021-04-12,21.47
Europe,,2021-04-13,21.9
Europe,,2021-04-14,22.4
Europe,,2021-04-15,22.94
Europe,,2021-04-16,23.43
Europe,,2021-04-17,23.78
Europe,,2021-04-18,24.23
Europe,,2021-04-19,24.66
Europe,,2021-04-20,25.08
Europe,,2021-04-21,25.62
Europe,,2021-04-22,26.18
Europe,,2021-04-23,26.73
Europe,,2021-04-24,27.11
Europe,,2021-04-25,27.56
Europe,,2021-04-26,27.91
Europe,,2021-04-27,28.45
Europe,,2021-04-28,29.14
Europe,,2021-04-29,29.81
Europe,,2021-04-30,30.34
Europe,,2021-05-01,30.69
Europe,,2021-05-02,31.14
Europe,,2021-05-03,31.48
Europe,,2021-05-04,31.96
Europe,,2021-05-05,32.76
Europe,,2021-05-06,33.5
Europe,,2021-05-07,34.12
Europe,,2021-05-08,34.55
Europe,,2021-05-09,34.99
Europe,,2021-05-10,35.45
Europe,,2021-05-11,35.73
European Union,,2020-12-27,0.01
European Union,,2020-12-28,0.02
European Union,,2020-12-29,0.04
European Union,,2020-12-30,0.07
European Union,,2020-12-31,0.1
European Union,,2021-01-01,0.11
European Union,,2021-01-02,0.13
European Union,,2021-01-03,0.15
European Union,,2021-01-04,0.21
European Union,,2021-01-05,0.28
European Union,,2021-01-06,0.34
European Union,,2021-01-07,0.43
European Union,,2021-01-08,0.52
European Union,,2021-01-09,0.56
European Union,,2021-01-10,0.62
European Union,,2021-01-11,0.71
European Union,,2021-01-12,0.82
European Union,,2021-01-13,0.95
European Union,,2021-01-14,1.07
European Union,,2021-01-15,1.19
European Union,,2021-01-16,1.24
European Union,,2021-01-17,1.31
European Union,,2021-01-18,1.42
European Union,,2021-01-19,1.54
European Union,,2021-01-20,1.68
European Union,,2021-01-21,1.82
European Union,,2021-01-22,1.94
European Union,,2021-01-23,2
European Union,,2021-01-24,2.1
European Union,,2021-01-25,2.22
European Union,,2021-01-26,2.35
European Union,,2021-01-27,2.49
European Union,,2021-01-28,2.65
European Union,,2021-01-29,2.78
European Union,,2021-01-30,2.86
European Union,,2021-01-31,3.01
European Union,,2021-02-01,3.13
European Union,,2021-02-02,3.28
European Union,,2021-02-03,3.46
European Union,,2021-02-04,3.64
European Union,,2021-02-05,3.79
European Union,,2021-02-06,3.87
European Union,,2021-02-07,4.01
European Union,,2021-02-08,4.11
European Union,,2021-02-09,4.27
European Union,,2021-02-10,4.42
European Union,,2021-02-11,4.64
European Union,,2021-02-12,4.81
European Union,,2021-02-13,4.9
European Union,,2021-02-14,5.05
European Union,,2021-02-15,5.18
European Union,,2021-02-16,5.34
European Union,,2021-02-17,5.54
European Union,,2021-02-18,5.77
European Union,,2021-02-19,5.96
European Union,,2021-02-20,6.07
European Union,,2021-02-21,6.26
European Union,,2021-02-22,6.42
European Union,,2021-02-23,6.59
European Union,,2021-02-24,6.85
European Union,,2021-02-25,7.07
European Union,,2021-02-26,7.34
European Union,,2021-02-27,7.48
European Union,,2021-02-28,7.73
European Union,,2021-03-01,7.92
European Union,,2021-03-02,8.14
European Union,,2021-03-03,8.44
European Union,,2021-03-04,8.79
European Union,,2021-03-05,9.06
European Union,,2021-03-06,9.3
European Union,,2021-03-07,9.59
